gesture,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,timestamp
thumbs_up,0.7305508896092585,0.7547840952187675,0.5410683877062579,0.41462372484020393,1.414207308928851,0.1214719380216818,0.2217865734100571,0.16252415958418853,1.0,0.25947074438475876,0.2739855744105522,0.15178221086287985,0.6989844514263944,0.2870797844547792,0.19815255621278055,0.11843301406781205,0.6640540680234387,0.2149610856271885,0.19291601620951845,0.08166514218950222,2.4136715049474944,1.141181273578198,0.7117521864197772,0.3513675039185229,0.27252814180994506,3.049873411524032,2.1068397034322865,2.054469601024221,2.182862510493679,2.345792303129488,1.2864862380703874,2025-12-01T16:47:52.563291
thumbs_up,0.6465658235426678,0.669414172698171,0.46449929157410763,0.37578854135960993,1.3228269573216485,0.21389476905347207,0.19011542912370352,0.1586898713515359,1.0,0.23246473756043898,0.18630540765712197,0.185326038816671,0.7065485014641568,0.2806470818332391,0.19590161791204472,0.20089129009971127,0.5657289469180437,0.29243216194878285,0.1695240730088297,0.18589200245795123,2.1349243239019366,1.1997048220028794,0.87185087675807,0.5866220392492045,0.49317334292929893,3.0275963410711673,1.3728230500538605,0.6344349141866111,0.31239682943125713,0.25909658776353023,1.0797822172407776,2025-12-01T16:47:52.612299
thumbs_up,0.5937075533348329,0.679817420322503,0.5122117492806922,0.4574088853829747,1.3195499083745998,0.5392130649776927,0.19731958201001762,0.17403404718977264,1.0,0.6176771304194674,0.16980635705003824,0.22023252700260035,0.7037499775123991,0.5727010355714299,0.17478589812987355,0.22084704650204964,0.5807892369700858,0.4604250490211912,0.09884710610120005,0.16921866495379959,2.224179746548069,1.2477338846439987,0.9498938617239181,0.6860797876835497,0.6741460497038454,3.0107676945531012,1.258341189644915,0.8263761185517899,0.6954508313108707,0.6188772273135084,1.2248712959084593,2025-12-01T16:47:52.645531
thumbs_up,0.6155424038623671,0.6388489552877519,0.48771431185016556,0.4333679294711449,1.3339118318212029,0.5627945418787487,0.216198628597828,0.16816101081303253,1.0,0.6619958087249629,0.18161084035132585,0.19099705304662665,0.7126592390804638,0.6097375817517522,0.17846077244605174,0.19607442812441675,0.5919553219797087,0.5034829000304546,0.12320400546063098,0.18524763876590064,2.141917798625453,1.1790341009563812,0.9297596575446846,0.692053251457367,0.672869468059611,3.004214325261077,1.3241850044419343,0.778519846647716,0.7160955445986835,0.4521648315966914,1.1939267918563359,2025-12-01T16:47:52.677785
thumbs_up,0.653886410291943,0.6615379771820405,0.4985417332339248,0.4253957247592289,1.33537823528466,0.6247829286034949,0.2296893551060686,0.1742772886672356,1.0,0.733656357213903,0.1893882140429368,0.20419118715093515,0.7226837656407102,0.6750316325611642,0.18162807597457387,0.204521836600441,0.6145508572724343,0.5345099785592463,0.11961000803193307,0.19083994609365967,2.1776546294508834,1.231134384943565,0.9641448175480908,0.7266349090301809,0.6922879046286604,2.9048625351922466,1.447820913652276,0.9078359681306499,0.7516110143449489,0.49471038520053257,1.2703812388899272,2025-12-01T16:47:52.710843
thumbs_up,0.652771654337898,0.6506205366712728,0.5137346467423543,0.43462694599843915,1.3290885958388636,0.6138988142073887,0.24986166492058803,0.18283142472153402,1.0,0.6917252694389134,0.18857246744684716,0.19153603210365447,0.7039392072017473,0.649762400694742,0.17543665062792094,0.1924379050385427,0.5274920250144334,0.5294941246243612,0.11001206762465565,0.18068743679319443,2.2003144059908784,1.1906926762273409,0.9281916067264893,0.6613267120964931,0.5948176366595013,2.9473200156841304,1.4305237689731929,0.9041612627017604,0.8600466090485259,0.6699558477214471,1.2369990627692018,2025-12-01T16:47:52.744438
thumbs_up,0.637833724830975,0.6223664346536621,0.48332306729283697,0.4060473441093369,1.3101017550171001,0.5933114589338633,0.2387724290343349,0.1862166495523297,1.0,0.6534315629599862,0.19126084228124182,0.18392791757616042,0.7121157067644094,0.6103985369309,0.17543441546725563,0.18499449359516099,0.5200912553667083,0.49117220555056074,0.10930398404256972,0.17195563710208545,2.1004985436282784,1.1588106881223932,0.9100937952465539,0.6477041019430254,0.559440233299104,2.965897547090827,1.3663442749828774,0.8864320769504191,0.8378196771455113,0.6642190095722356,1.128032668172567,2025-12-01T16:47:52.776732
thumbs_up,0.6737583322616352,0.6377602161905562,0.49254956305455566,0.4196041140592232,1.3362977876750397,0.6260212732005114,0.21848592141902312,0.18295346511464447,1.0,0.6842976876815393,0.18059411867827543,0.1881501559811651,0.708932707245939,0.6309689628957923,0.16833790664101558,0.1947310730465599,0.5427620969623781,0.4955295643975916,0.1080917422746638,0.17655467624611385,2.1574708821916553,1.2086774511893537,0.9523734782937011,0.6830470486371081,0.6047242269828121,2.930367716051595,1.294969695806064,0.6986110081660535,0.6927364552634714,0.5174216783204701,1.1466210599094009,2025-12-01T16:47:52.810982
thumbs_up,0.6450875986343465,0.6073789869583325,0.46258540915407825,0.39393001904795505,1.3117430656643727,0.6105615301483521,0.22464109042592612,0.1947407717391259,1.0,0.6764996447386061,0.1925160340401446,0.19764891625684577,0.7162984670204353,0.6353880209745641,0.17905671100367726,0.2075035924635652,0.5326628354146067,0.5108336417117614,0.11055765859376793,0.18554539230626427,2.0593039874227452,1.1498263026758684,0.915526265839569,0.6629219759195379,0.5764098533218343,2.991314603157015,1.3521103981197924,0.7786762274313906,0.66115487802565,0.534275935317059,1.097319031356085,2025-12-01T16:47:52.843873
thumbs_up,0.6536805017132262,0.6135871034116149,0.46218169557791455,0.40784442148763506,1.3080313302908695,0.6523755520516239,0.21290238958241176,0.19380815641632296,0.9999999999999999,0.7198246252863806,0.18315894372031288,0.20026007387436034,0.7345496605312679,0.6650774060541071,0.17900816697331184,0.21404372494886778,0.5958889650266007,0.5293830770232548,0.11433432613625505,0.19695418555703326,2.0663537181879015,1.1801718255295093,0.9463543568633286,0.6934558992446843,0.6400981678134253,2.9258736220547314,1.3178644925229843,0.6929048182528214,0.6530986599404854,0.4506280991974084,1.1166068605950308,2025-12-01T16:47:52.875987
