gesture,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,timestamp
fist,0.3219731801587782,0.326418510899626,0.1883103302766229,0.1348313225122895,1.0200682068230384,0.4749507300544018,0.279683002614124,0.1796425073515189,1.0,0.4883163286407755,0.2872435563621077,0.1715069921116274,0.9135507876001808,0.4606149950029229,0.2862808101609481,0.1626224108786273,0.7943110474019908,0.3604921759085649,0.2390280337607285,0.1511057494248827,0.9067452488646098,0.6512919317067513,0.6592527479756025,0.6305893330437851,0.5935969404282676,2.741345079193806,2.000507454971109,1.9581515697515752,1.8714576040121875,1.961829390333394,0.3396977572687194,2025-12-01T16:45:09.079101
fist,0.3094947132114526,0.2733389059312769,0.1716822114380535,0.1138718448911139,0.9728050810486152,0.436218617219334,0.2447881059631924,0.1887500526436497,1.0,0.4543239242024559,0.25653065569461,0.1878437980620609,0.9703565269877638,0.4405322100519767,0.2468781743276903,0.1667166414867791,0.899121255989961,0.363519506449321,0.2088183455211577,0.1404962359401151,0.848724916506088,0.6937629897683144,0.6945226533474423,0.6831358907903441,0.6589597568547211,2.971331825353419,2.2230792551868257,2.0797601941261026,2.0063120748818006,2.0605775104736628,0.3392149123474985,2025-12-01T16:45:09.126741
fist,0.2873107415237775,0.2691870606982804,0.1618001531823051,0.134651421789835,0.9899019066652632,0.4481771094782902,0.2785127244509735,0.2077513592840464,1.0,0.4694296839858279,0.2810371011056805,0.1989261645735366,0.9487571164626568,0.4619086584136797,0.2745266118806194,0.1755056533199646,0.8603027126046155,0.3763310071910514,0.224633574079128,0.1533465636489276,0.8236449815138739,0.6882112129153358,0.6735404808145475,0.6517167954234322,0.6349954256628683,2.8172023946928393,2.2470294391200296,2.122238765477596,2.010371094942498,2.0739952482710677,0.315851543630724,2025-12-01T16:45:09.159410
fist,0.2537433900333676,0.2666540690724426,0.1619709048456682,0.1199665241029752,0.9857749444328276,0.4950563073549138,0.3020039985928109,0.2089075644311561,1.0,0.5231589987101318,0.2922141109975749,0.1951423726418811,0.954354095174572,0.5133968063268473,0.2915495358443455,0.1815763737107253,0.8722749324375442,0.4103666497062202,0.2244845948202405,0.1541974770442034,0.7716044616358874,0.6617812994456567,0.646692153083476,0.6296975700823524,0.6178863304733979,2.867704510369957,2.249643186895493,2.066381305413891,1.95678501371875,2.037035802995965,0.3407453702275891,2025-12-01T16:45:09.192506
fist,0.2919919161078501,0.2807770064695234,0.1846066336697681,0.158928222049809,0.9965860071350956,0.5155700740395374,0.301214705978317,0.1924972465572762,1.0,0.5316233908370087,0.2995528685740549,0.1809421787072168,0.9451842958558484,0.5104026429270621,0.2982348061918211,0.1759662715270469,0.8596205134734702,0.3989517356496201,0.2317936541812967,0.1551346682918551,0.7893832341271333,0.6622959010487682,0.6541446835610095,0.6536658899545232,0.6461367547818296,2.4280523757040093,2.2009832183467064,2.0455302080504754,1.9399716162998235,1.9955233026114605,0.270609413389317,2025-12-01T16:45:09.224403
fist,0.3658632089081532,0.2857432015589664,0.1968729254498392,0.1796024019949317,1.008087792778521,0.4865970388993624,0.2930159698714248,0.1850542985328718,1.0,0.5216842211721029,0.2911218410255443,0.1748140170276187,0.932881214380154,0.501881468452479,0.291276645312548,0.1670808644086527,0.8375555972318298,0.3860720177399765,0.2188599218438711,0.1420812328145139,0.8053512331933316,0.6642396486133698,0.6695975762884475,0.666488656676332,0.6593176661303328,2.2927787718586075,2.1399653680932005,1.9829048842742405,1.8584287972541824,1.9425856131180328,0.2469010956235261,2025-12-01T16:45:09.258537
fist,0.4182134235300581,0.2802691289234253,0.2182421205654321,0.1942555008447002,1.008616481688851,0.4582957427416849,0.2883107459643231,0.1812811987772055,1.0,0.5197888448603015,0.2889615600165925,0.1852204579611671,0.9339535174074004,0.5142306700724615,0.2997527252322645,0.1762501242074009,0.8427527556357964,0.3955138656653068,0.226510254100179,0.1457349661127245,0.8353155022122516,0.6613126918233239,0.6751880854628999,0.6765252710497608,0.6717040302017603,2.2922641786017466,2.0775142129402826,1.9242493323193808,1.785990235187989,1.8340620854756249,0.2626436393179993,2025-12-01T16:45:09.290376
fist,0.4180195668235955,0.288946145520023,0.2256230512427249,0.1934879425166196,1.0108650473429812,0.471776769754807,0.2799674970941016,0.1608094540247425,1.0,0.5478324267477258,0.2662445082697429,0.1652943337235144,0.9334573626421996,0.5404566037141608,0.277550920563206,0.1627866367385027,0.8471475581565097,0.4260035042813703,0.2062424141920877,0.1382304613646765,0.849786999762702,0.6976152317350024,0.6623962711381848,0.6546717678991348,0.6744015224326031,2.236227246675709,2.1551848490735344,1.94147403259386,1.7639693335130957,1.753735969136986,0.2585818549284132,2025-12-01T16:45:09.322163
fist,0.403774852932546,0.2742296875246274,0.2120172198469079,0.1795151195917919,0.9878713254010616,0.4315298507062981,0.280923755695174,0.1721416241786899,1.0,0.5143410419873227,0.2809505684661416,0.1749228892329092,0.953287302351214,0.5185249819942385,0.2950831366313302,0.1660812451186805,0.8812379892353241,0.4138209242661234,0.2235765765284236,0.1380479612241182,0.8307481633313115,0.6570828870356601,0.6427515797210392,0.656235019477786,0.6916533846847597,2.253032726866693,2.177243026678181,2.019852185099993,1.8713389621853351,1.8590458673032868,0.2611899498942429,2025-12-01T16:45:09.354771
fist,0.4164670089230441,0.2750841800142977,0.2068490120695167,0.1867844493115492,0.9940636191745064,0.4350034291271925,0.2988406159233389,0.1855469436289282,1.0,0.5317691493250417,0.2890250481869734,0.1808324158210451,0.9469196878288908,0.5351316779551841,0.2975410044719895,0.1692782849894669,0.8743466646407774,0.4169385422523943,0.2242542263062774,0.1419726103295103,0.8315706441105961,0.7123358170151123,0.6818914734524588,0.6836665144762103,0.7099890237793415,2.23352810075713,2.2069792645069977,2.0260336356599336,1.871917954125431,1.8782187414250773,0.2783435176244847,2025-12-01T16:45:09.389812
